name,local_address,principle_address,type,secstaff_reg_url,latitude,longitude
SIAM COMMERCIAL BANK PUBLIC COMPANY LIMITED (THE),"SUITE 3209, 32/F, JARDINE HOUSE, 1 CONNAUGHT PLACE, CENTRAL, HONG KONG.","9 RUTCHADAPISEK ROAD, LADYAO, JATUJAK, BANGKOK 10900, THAILAND.",Restricted Licence Bank,,22.2831483769825,114.159284254059
SKANDINAVISKA ENSKILDA BANKEN AB,"SUITES 1701-1709, 17/F, JARDINE HOUSE, 1 CONNAUGHT PLACE, CENTRAL, HONG KONG.","KUNGSTRADGARDSGATAN 8, 106 40 STOCKHOLM, SWEDEN.",Licensed Bank,http://apps.hkma.gov.hk/eng/index.php?c=search&m=search_by_institution&ri=100308,22.2832766768184,114.159199725224
SOCIETE GENERALE,"LEVEL 38, THREE PACIFIC PLACE, 1 QUEEN'S ROAD EAST, HONG KONG.","29, BOULEVARD HAUSSMANN, 75009 PARIS, FRANCE.",Licensed Bank,http://apps.hkma.gov.hk/eng/index.php?c=search&m=search_by_institution&ri=100102,22.2772474125798,114.168074682894
STANDARD CHARTERED BANK,"4-4A DES VOEUX ROAD CENTRAL, HONG KONG.","1 BASINGHALL AVENUE, LONDON EC2V 5DD, UNITED KINGDOM.",Licensed Bank,,22.2804678253647,114.159081509931
STANDARD CHARTERED BANK (HONG KONG) LIMITED,"32ND FLOOR, 4-4A DES VOEUX ROAD, CENTRAL, HONG KONG.",,Licensed Bank,http://apps.hkma.gov.hk/eng/index.php?c=search&m=search_by_institution&ri=100269,22.280526024699,114.159058525224
STATE BANK OF INDIA,"15TH FLOOR, CENTRAL TOWER, 28 QUEEN'S ROAD CENTRAL, HONG KONG.","NARIMAN POINT, BOMBAY 400 021, INDIA.",Licensed Bank,,22.282032300627,114.15684154043
STATE STREET BANK AND TRUST COMPANY,"68TH FLOOR, TWO INTERNATIONAL FINANCE CENTRE, CENTRAL, HONG KONG.","ONE CONGRESS STREET, SUITE 1, BOSTON, MA 02114-2016, UNITED STATES",Licensed Bank,http://apps.hkma.gov.hk/eng/index.php?c=search&m=search_by_institution&ri=100219,22.2855523562978,114.159262925224
SUMITOMO MITSUI BANKING CORPORATION,"8/F, ONE INTERNATIONAL FINANCE CENTRE, 1 HARBOUR VIEW STREET, CENTRAL, HONG KONG.","1-2, MARUNOUCHI 1-CHOME, CHIYODA-KU, TOKYO, JAPAN.",Licensed Bank,http://apps.hkma.gov.hk/eng/index.php?c=search&m=search_by_institution&ri=100078,22.2849463996667,114.158031115423
"SUMITOMO MITSUI TRUST BANK, LIMITED","25/F, AIA CENTRAL, 1 CONNAUGHT ROAD CENTRAL, CENTRAL, HONG KONG.","1-4-1, MARUNOUCHI, CHIYODA-KU, TOKYO, 100-8233 JAPAN.",Licensed Bank,,22.2815824507353,114.161858731047
SWISSQUOTE BANK SA,"SUITES 3202-04, LEVEL 32, ICBC TOWER, 3 GARDEN ROAD, CENTRAL, HONG KONG.","CHEMIN DE LA CRETAUX 33, CASE POSTALE 391, CH-1196 GLAND, SWITZERLAND.",Local Representative Office,,22.2784271237997,114.160655725224
TAI SANG BANK LIMITED,"130-132 DES VOEUX ROAD CENTRAL, HONG KONG.",,Licensed Bank,,22.2854016015741,114.154772096388
"TAI YAU BANK, LIMITED","29/F, TAI TUNG BUILDING, 8 FLEMING ROAD, WANCHAI, HONG KONG.",,Licensed Bank,,22.2776493241388,114.174671725223
"TAIPEI FUBON COMMERCIAL BANK CO., LTD.","16/F, K11 ATELIER, VICTORIA DOCKSIDE, NO. 18 SALISBURY ROAD, TSIM SHA TSUI, KOWLOON","NO.50, SECTION 2, CHUNGSHAN N. ROAD, TAIPEI, TAIWAN.",Licensed Bank,http://apps.hkma.gov.hk/eng/index.php?c=search&m=search_by_institution&ri=100257,22.2956420879178,114.175704805808
"TAISHIN INTERNATIONAL BANK CO., LTD","6/F & 15/F ROOM NO. 1501-1506, 1510-1511 & 1512A-1512B, TOWER 5, THE GATEWAY, 15 CANTON ROAD, TSIMSHATSUI, KOWLOON.","1-2F, 44 CHUNG SHAN N. RD, SECTION 2, TAIPEI, TAIWAN.",Licensed Bank,http://apps.hkma.gov.hk/eng/index.php?c=search&m=search_by_institution&ri=100263,22.297189579118,114.168406009883
"TAIWAN BUSINESS BANK, LTD.","SUITES 2705-9, 27/F, TOWER 6, THE GATEWAY, HARBOUR CITY, KOWLOON.","NO.30 TACHENG STREET, TAIPEI 103, TAIWAN.",Licensed Bank,,22.2970933657199,114.168313825224
"TAIWAN COOPERATIVE BANK, LTD.","SUITES 1303-1310, 13/F, EVERBRIGHT CENTRE, 108 GLOUCESTER ROAD, WANCHAI, HONG KONG.","NO.225, SEC. 2, CHANG'AN EAST ROAD, SONG SHAN DIST. TAIPEI CITY 105, TAIWAN.",Licensed Bank,,22.27919112981,114.17390432508
"TAIWAN SHIN KONG COMMERCIAL BANK CO., LTD.","SUITES 1502-12, 15/F, TOWER 2, THE GATEWAY HARBOUR CITY, 25 CANTON ROAD, TSIMSHATSUI, KOWLOON","3-5F, 10F, 19-21F, 4F-1, 5F-1, 9F-1 NO. 32 AND 1, 3-5F, 10F, 19-21F, 9F-1 NO. 36, SONGREN ROAD, XINYI DISTRICT, TAIPEI, TAIWAN",Licensed Bank,http://apps.hkma.gov.hk/eng/index.php?c=search&m=search_by_institution&ri=100302,22.2997153293339,114.167964825224
TORONTO-DOMINION BANK,"SUITE 1211, TWO PACIFIC PLACE, 88 QUEENSWAY, HONG KONG.","P.O. BOX 1, TORONTO-DOMINION CENTRE, KING ST. W. AND BAY ST., TORONTO, ONTARIO,CANADA M5K 1A2.",Licensed Bank,http://apps.hkma.gov.hk/eng/index.php?c=search&m=search_by_institution&ri=100096,22.277398696504,114.164453525223
UBS AG,"52/F, TWO INTERNATIONAL FINANCE CENTRE, 8 FINANCE STREET, CENTRAL, HONG KONG.","AESCHENVORSTADT 1, 4002 BASEL, SWITZERLAND.",Licensed Bank,http://apps.hkma.gov.hk/eng/index.php?c=search&m=search_by_institution&ri=100113,22.2854833261767,114.159232786588
UCO BANK,"UNIT A & B, 2/F, ASTORIA BUILDING, 34 ASHLEY ROAD, TSIM SHA TSUI, KOWLOON","10 BIPLABI TRAILOKYA MAHARAJ SARANI, (BRABOURNE ROAD) CALCUTTA 700 001, INDIA.",Licensed Bank,,22.2977491849017,114.170647398235
UNICREDIT BANK GMBH,"76/F, THE CENTER, 99 QUEEN'S ROAD CENTRAL, HONG KONG","ARABELLASTRASSE 12, 81925 MUNICH, GERMANY",Licensed Bank,,22.284798089722,114.154682397522
"UNION BANCAIRE PRIVÉE, UBP SA","26/F, AIA CENTRAL, 1 CONNAUGHT ROAD CENTRAL, CENTRAL, HONG KONG","RUE DU RHONE 96-98, PO BOX 1320, 1211 GENEVA 1, SWITZERLAND",Licensed Bank,http://apps.hkma.gov.hk/eng/index.php?c=search&m=search_by_institution&ri=100321,22.2815154790706,114.161846467553
UNITED OVERSEAS BANK LTD.,"28/F, CHAMPION TOWER, 3 GARDEN ROAD, CENTRAL, HONG KONG","80 RAFFLES PLACE, UOB PLAZA, SINGAPORE 0104.",Licensed Bank,http://apps.hkma.gov.hk/eng/index.php?c=search&m=search_by_institution&ri=100001,22.2787069947955,114.16042845475
VIETNAM FINANCE COMPANY LIMITED,"ROOM 1601, 16/F., GOLDEN STAR BUILDING, 20 LOCKHART ROAD, HONG KONG.",,Deposit-taking Company,,22.2781023360108,114.169980428478
VP BANK LTD,"8/F, NEW WORLD TOWER II, 16-18 QUEEN'S ROAD CENTRAL, HONG KONG","FL-9490 VADUZ, AEULESTRASSE 6, LIECHTENSTEIN.",Local Representative Office,,22.2805910407075,114.157328963576
WELAB BANK LIMITED,"23/F, K11 ATELIER KING'S ROAD, 728 KING'S ROAD, QUARRY BAY, HONG KONG",,Licensed Bank,http://apps.hkma.gov.hk/eng/index.php?c=search&m=search_by_institution&ri=100328,22.2917075390105,114.207509354059
"WELLS FARGO BANK, NATIONAL ASSOCIATION","2705-2709, 27/F, THREE PACIFIC PLACE, 1 QUEEN'S ROAD EAST, WAN CHAI, HONG KONG","101 N. PHILLIPS AVENUE, SIOUX FALLS, SOUTH DAKOTA 57104, USA",Licensed Bank,,22.2770928653879,114.168214898235
WOORI BANK,"SUITE 1401, TWO PACIFIC PLACE, 88 QUEENSWAY, HONG KONG.","1-203, HOEHYON DONG, CHUNG-GU, SEOUL, KOREA.",Licensed Bank,,22.277367212418,114.164468254059
WOORI GLOBAL MARKETS ASIA LIMITED,"ROOMS 1907-1909, 19/F, GLOUCESTER TOWER, THE LANDMARK, 15 QUEEN'S ROAD CENTRAL, HONG KONG.",,Deposit-taking Company,http://apps.hkma.gov.hk/eng/index.php?c=search&m=search_by_institution&ri=300505,22.2805426813917,114.157903346365
"YAMAGUCHI BANK, LTD. (THE)","ROOM 403, 4/F FAR EAST FINANCE CENTRE, 16 HARCOURT ROAD, CENTRAL, HONG KONG","2-36, 4-CHOME, TAKEZAKI-CHO, SHIMONOSEKI JAPAN.",Local Representative Office,,22.2800624492581,114.164021903569
"YUANTA COMMERCIAL BANK CO., LTD","ROOM 2508, 25/F, TOWER 1, ADMIRALTY CENTRE, NO. 18 HARCOURT ROAD, HONG KONG","1F-10F, NO. 66 & 1F, 2F, 2F-1, 7F, 9F, NO. 68, SEC. 1, DUNHUA SOUTH ROAD, TAIPEI CITY 105, TAIWAN",Licensed Bank,,22.2795855575815,114.165151332044
ZA BANK LIMITED,"UNIT 1301, LEVEL 13, IT STREET, CYBERPORT 3, 100 CYBERPORT ROAD, HONG KONG",,Licensed Bank,http://apps.hkma.gov.hk/eng/index.php?c=search&m=search_by_institution&ri=100325,22.2607776410278,114.130002894824
